EPL-IN,GC,M/TC,OSs,PGC,Genes
0.01648415360869565,0.013438360942535406,0.019018465101500442,0.020019794638333335,0.04336645728352038,2310015A10Rik
0.0,0.0013425960830044114,0.005592670539276258,0.00160287548,0.0015995874920259891,2310030G06Rik
0.0,0.00031246723113536104,0.0012511382956751987,0.0,0.0,2310034O05Rik
0.014672697689440994,0.006042163538309726,0.01970066472903795,0.03727503164833333,0.008344286906674542,2310040G24Rik
0.0,0.0028333055691896914,0.0013382248464254192,0.0,0.0,2410021H03Rik
0.1610573449130435,0.038012115342581816,0.06153373272021183,0.0118463031275,0.04289244093620792,2410131K14Rik
0.0,0.0043344417224286036,0.001983272449249779,0.0023136222600000002,0.009456649729474305,2610020H08Rik
0.0,0.000257755916182958,0.0,0.0,0.0,2610206C17Rik
0.0,0.0038877027346180633,0.046869050858781985,0.0,0.0015816499905493208,2610528A11Rik
0.018158368720496896,0.17948275944207076,0.017112434427184464,0.009028001878333332,0.05348170102244538,2700038G22Rik
0.0,0.01627091269665661,0.016816563465136804,0.0020750463441666666,0.0351222341961016,2700046G09Rik
0.057887260950310555,0.033040000909449745,0.018991916981465136,0.004740147423333333,0.07009084839574715,2810006K23Rik
0.01672593767080745,0.0032645824974460187,0.004008238844660194,0.0039487048525,0.0040808835900767865,2810433D01Rik
0.0,0.0007720376596238682,0.001923165390997352,0.0,0.0031733121518015355,2810442N19Rik
0.0,0.005736336171465056,0.014681743998234777,0.009285297346666666,0.005442166398700532,2810459M11Rik
0.01145361748447205,0.1290854755641978,0.04527414213680494,0.010711084083333334,0.029324002873597158,2900079G21Rik
0.016790125968944098,0.03660128949291852,0.015032082953221535,0.010944472469166666,0.07597876924040166,3010026O09Rik
0.0,0.00478007690643139,0.0009578063248014122,0.0,0.00928040212285883,3110001I22Rik
0.0,0.05239406023310888,0.04460806542453663,0.002012791105,0.11357503225398703,3110021N24Rik
0.05757517462111802,0.006160204326445321,0.012280200986760812,0.015231894565833333,0.006593632351447135,3110035E14Rik
0.0,0.003127321870791735,0.0,0.0,0.0,3110039M20Rik
0.0520175870310559,0.019327676221964234,0.020507135002647836,0.0060936293325,0.029279490565859424,3110040N11Rik
0.0,0.0021223591332714185,0.006170881263901148,0.0,0.004336055240992321,3110045C21Rik
0.01489940906832298,0.0020166390347109357,0.0,0.0,0.004233132100413467,3110070M22Rik
0.12599689232919253,0.026483017057580677,0.5746597920997348,0.007458731169166666,0.02620202575546367,3632451O06Rik
0.017037814024844722,0.0059904649330160195,0.005219212844660194,0.002354763043333333,0.0035348773981098637,3830408C21Rik
0.041814841447204966,0.6731270971146985,0.15521602470167697,0.032961549013333334,0.1799351002463084,4430402I18Rik
0.0,0.00034774709461342005,0.0,0.0037912649125,0.0,4732456N10Rik
0.0,0.012515308981425586,0.011407697832303618,0.0013660085766666666,0.02933573363437686,4732471J01Rik
0.0,0.0005007231947991641,0.0021835636178287733,0.0,0.0,4833412C05Rik
0.0,0.003447441200603669,0.0,0.0,0.00666948284465446,4921507P07Rik
0.0,0.006754926699326678,0.0,0.0,0.028496076423508567,4921511H03Rik
0.0,0.0006958566362897608,0.004991770273609886,0.0,0.0010416862274069698,4930415O20Rik
0.0,0.00019907638553517528,0.0,0.0,0.0,4930419G24Rik
0.041468271931677014,0.009056693882052474,0.008997003091791703,0.0022702104291666666,0.0,4930426D05Rik
0.0,0.0016443905132342697,0.006937941187113857,0.001689718405,0.0027451656219728295,4930427A07Rik
0.0,0.002343697763988855,0.006504878063548103,0.0011765665199999999,0.0046681637212049615,4930432K21Rik
0.0,0.006461862991641514,0.0,0.004356330671666666,0.0008623505587714116,4930444P10Rik
